"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
77,160142,"BARREL GOODS","Y","Goods stowed in barrels and therefore indicating that the barrels were in use as containers with goods stored therein, rather than as cargo in their own right.","P",
77,159169,"BULLDOZERS","Y","Heavy caterpillar tractors fitted with broad blades to the front for moving or levelling earth and obstacles.","P",
77,159171,"LANDING CRAFT","Y","Inshore craft used for carrying troops and military equipment used either for beach landings or as a ferry; as cargo smaller landing craft could be carried aboard larger craft in the D-Day operations, for example.","P",
77,160446,"TELESCOPES","Y","Optical and/or navigational instruments with powerful lenses for observing remote objects or used in astronomy.","P",
77,160447,"Thread","N",,"N",
77,159340,"HORSE TACK","Y","Equipment enabling a horse to be ridden or driven, eg. saddles, bridles, harnesses, stirrups etc.","P",
77,159341,"HAND BELLS","Y","Bells used either as a percussion instrument or for other purposes such as calling attention, marking time periods etc.","P",
77,159342,"BEADS","Y","Articles intended for personal adornment, usually to be strung on items of jewellery or sewn onto clothing. They may be made out of worked raw materials (eg. shells) or be manufactured goods, for example glass beads.","P",
77,159344,"MUSKETS","Y","17th to early 19th century muzzle-loaded long guns.","P",
77,163259,"MANURE","Y","Dung or compost, carried either as an export cargo or as waste to be dumped out at sea.","P",
77,167776,"Shipping Containers","N",,"N",
77,167911,"DONKEYS","Y","Equine mammal used primarily as a beast of burden.","P",
77,167843,"INTERMODAL CONTAINERS","Y","A standardized rectangular steel container used for the transportation of goods by road rail and sea.","P",
77,168109,"CHOCOLATE","Y","Paste or cake of the fruit of the cacao-tree, sweetened with other substances and used to make beverages or confectionery.","P",
